return_ts,order_dt,order_id,reason
2024-06-01 00:15:18,2024-05-17,151891,Quality Issue
2024-06-01 00:28:43,2024-05-23,159095,Late Delivery
2024-06-01 00:32:50,2024-05-18,154143,Damaged
2024-06-01 01:31:58,2024-05-21,157162,Late Delivery
2024-06-01 01:55:11,2024-05-22,158025,Quality Issue
2024-06-01 02:00:07,2024-05-24,160073,Other
2024-06-01 02:12:52,2024-05-26,163224,Other
2024-06-01 03:08:21,2024-05-20,155887,Quality Issue
2024-06-01 03:12:28,2024-05-20,156081,Late Delivery
2024-06-01 04:03:13,2024-05-20,156653,Damaged
2024-06-01 04:20:14,2024-05-21,157150,Wrong Item
2024-06-01 05:31:45,2024-05-18,153422,Wrong Item
2024-06-01 06:18:52,2024-05-25,162210,Wrong Item
2024-06-01 06:52:21,2024-05-16,150987,Other
2024-06-01 07:18:09,2024-05-19,154848,Late Delivery
2024-06-01 07:21:47,2024-05-20,156006,Wrong Item
2024-06-01 08:05:48,2024-05-16,151090,Late Delivery
2024-06-01 08:18:08,2024-05-20,156201,Damaged
2024-06-01 10:26:34,2024-05-25,161059,Late Delivery
2024-06-01 13:47:26,2024-05-19,154804,Late Delivery
2024-06-01 14:18:12,2024-05-20,156518,Late Delivery
2024-06-01 14:33:13,2024-05-14,149368,Wrong Item
2024-06-01 14:38:12,2024-05-22,158334,Damaged
2024-06-01 15:16:07,2024-05-21,157378,Other
2024-06-01 17:05:08,2024-05-21,157609,Wrong Item
2024-06-01 18:25:48,2024-05-20,156511,Damaged
2024-06-01 18:29:11,2024-05-19,154344,Damaged
2024-06-01 19:26:01,2024-05-22,158287,Damaged
2024-06-01 19:29:12,2024-05-24,160824,Quality Issue
2024-06-01 20:10:11,2024-05-21,157740,Wrong Item
2024-06-01 20:24:17,2024-05-25,161861,Other
2024-06-01 20:46:17,2024-05-22,158137,Damaged
2024-06-02 00:21:33,2024-05-19,154400,Wrong Item
2024-06-02 00:39:22,2024-05-20,156138,Quality Issue
2024-06-02 02:03:24,2024-05-17,152770,Wrong Item
2024-06-02 02:10:30,2024-05-21,157266,Other
2024-06-02 02:54:46,2024-05-27,164689,Wrong Item
2024-06-02 04:22:15,2024-05-21,157197,Late Delivery
2024-06-02 04:53:59,2024-05-19,155699,Wrong Item
2024-06-02 05:05:49,2024-05-21,157749,Wrong Item
2024-06-02 05:22:32,2024-05-18,154228,Wrong Item
2024-06-02 05:28:26,2024-05-24,160592,Wrong Item
2024-06-02 06:19:39,2024-05-21,157720,Wrong Item
2024-06-02 06:42:14,2024-05-21,157239,Damaged
2024-06-02 08:51:14,2024-05-20,156195,Wrong Item
2024-06-02 09:37:26,2024-05-27,164582,Damaged
2024-06-02 10:01:43,2024-05-20,156325,Quality Issue
2024-06-02 10:26:23,2024-05-21,157383,Quality Issue
2024-06-02 10:47:26,2024-05-24,160662,Late Delivery
2024-06-02 10:53:38,2024-05-16,151567,Late Delivery
2024-06-02 10:53:47,2024-05-19,155368,Quality Issue
2024-06-02 12:18:46,2024-05-20,155790,Late Delivery
2024-06-02 12:34:08,2024-05-18,153813,Other
2024-06-02 13:07:20,2024-05-26,163167,Late Delivery
2024-06-02 14:45:58,2024-05-18,154142,Damaged
2024-06-02 15:12:34,2024-05-19,154688,Wrong Item
2024-06-02 15:19:33,2024-05-21,157307,Late Delivery
2024-06-02 16:35:19,2024-05-20,155909,Wrong Item
2024-06-02 16:40:31,2024-05-21,157350,Damaged
2024-06-02 17:05:54,2024-05-19,154909,Damaged
2024-06-02 18:08:15,2024-05-25,161916,Other
2024-06-02 18:20:04,2024-05-20,155947,Late Delivery
2024-06-02 19:00:40,2024-05-26,163202,Quality Issue
2024-06-02 19:38:07,2024-05-20,155832,Late Delivery
2024-06-02 21:17:41,2024-05-18,153510,Late Delivery
2024-06-02 21:31:16,2024-05-19,155192,Quality Issue
2024-06-02 22:09:35,2024-05-21,157165,Damaged
2024-06-02 22:22:42,2024-05-19,154977,Quality Issue
2024-06-03 00:21:07,2024-05-18,154267,Damaged
2024-06-03 00:39:08,2024-05-25,160876,Damaged
2024-06-03 01:32:16,2024-05-25,161001,Late Delivery
2024-06-03 01:35:27,2024-05-23,158855,Wrong Item
2024-06-03 04:05:31,2024-05-25,161935,Damaged
2024-06-03 04:46:27,2024-05-23,159013,Quality Issue
2024-06-03 04:53:05,2024-05-22,158520,Wrong Item
2024-06-03 05:33:43,2024-05-22,158450,Damaged
2024-06-03 07:53:55,2024-05-24,160547,Damaged
2024-06-03 08:57:45,2024-05-26,163419,Late Delivery
2024-06-03 10:00:09,2024-05-17,152274,Wrong Item
2024-06-03 10:15:34,2024-05-24,160421,Late Delivery
2024-06-03 11:31:53,2024-05-20,156522,Late Delivery
2024-06-03 11:49:54,2024-05-26,162823,Quality Issue
2024-06-03 12:01:18,2024-05-24,160292,Damaged
2024-06-03 12:51:19,2024-05-27,164256,Damaged
2024-06-03 12:59:34,2024-05-15,150669,Quality Issue
2024-06-03 13:44:09,2024-05-26,162338,Quality Issue
2024-06-03 13:44:38,2024-05-24,160236,Late Delivery
2024-06-03 15:21:08,2024-05-20,155750,Late Delivery
2024-06-03 15:44:04,2024-05-23,158952,Wrong Item
2024-06-03 15:56:44,2024-05-23,158981,Quality Issue
2024-06-03 16:14:08,2024-05-22,158713,Wrong Item
2024-06-03 16:48:38,2024-05-23,159510,Damaged
2024-06-03 17:22:17,2024-05-18,154164,Wrong Item
2024-06-03 18:24:41,2024-05-19,155353,Damaged
2024-06-03 18:35:45,2024-05-21,157275,Quality Issue
2024-06-03 19:11:14,2024-05-25,161834,Late Delivery
2024-06-03 19:19:46,2024-05-26,163033,Late Delivery
2024-06-03 19:45:35,2024-05-21,157654,Wrong Item
2024-06-03 20:01:15,2024-05-26,162497,Quality Issue
2024-06-03 21:35:53,2024-05-24,160771,Quality Issue
2024-06-03 23:14:14,2024-05-18,154254,Damaged
