return_ts,order_dt,order_id,reason
2024-01-08 00:52:46,2024-01-01,386,Damaged
2024-01-08 15:24:08,2024-01-01,771,Late Delivery
2024-01-08 15:52:54,2024-01-01,27,Damaged
2024-01-08 20:14:41,2024-01-02,1682,Late Delivery
2024-01-08 22:42:42,2024-01-01,1021,Wrong Item
2024-01-10 03:16:19,2024-01-03,1830,Quality Issue
2024-01-10 06:53:07,2024-01-01,1052,Late Delivery
2024-01-10 10:55:45,2024-01-01,960,Quality Issue
2024-01-10 11:57:11,2024-01-04,3362,Quality Issue
2024-01-10 18:54:38,2024-01-04,3374,Late Delivery
2024-01-10 19:43:55,2024-01-01,50,Wrong Item
2024-01-10 22:07:14,2024-01-01,12,Late Delivery
2024-01-10 23:34:39,2024-01-03,2249,Wrong Item
2024-01-11 01:53:26,2024-01-03,2426,Damaged
2024-01-11 01:57:31,2024-01-01,717,Quality Issue
2024-01-11 01:58:01,2024-01-02,1807,Wrong Item
2024-01-11 03:07:49,2024-01-03,2679,Damaged
2024-01-11 05:50:30,2024-01-03,2769,Damaged
2024-01-11 06:50:36,2024-01-04,3560,Quality Issue
2024-01-11 07:26:21,2024-01-01,223,Wrong Item
2024-01-11 07:34:05,2024-01-04,3267,Wrong Item
2024-01-11 07:43:24,2024-01-04,3361,Wrong Item
2024-01-11 10:15:50,2024-01-03,2538,Wrong Item
2024-01-11 13:02:14,2024-01-04,3636,Wrong Item
2024-01-11 13:02:50,2024-01-01,995,Damaged
2024-01-11 15:54:33,2024-01-02,1745,Wrong Item
2024-01-11 16:39:42,2024-01-04,3675,Damaged
2024-01-11 19:41:45,2024-01-01,911,Other
2024-01-11 20:30:17,2024-01-03,2379,Damaged
2024-01-11 20:42:25,2024-01-04,3333,Late Delivery
2024-01-12 01:44:00,2024-01-03,2751,Damaged
2024-01-12 01:56:36,2024-01-02,1239,Late Delivery
2024-01-12 04:56:18,2024-01-03,2262,Late Delivery
2024-01-12 05:45:48,2024-01-04,3827,Quality Issue
2024-01-12 08:37:16,2024-01-01,555,Damaged
2024-01-12 08:48:19,2024-01-01,897,Late Delivery
2024-01-12 08:57:53,2024-01-04,4211,Damaged
2024-01-12 09:26:15,2024-01-04,3937,Damaged
2024-01-12 09:30:23,2024-01-01,329,Damaged
2024-01-12 11:30:01,2024-01-04,3770,Quality Issue
2024-01-12 11:43:29,2024-01-05,4882,Quality Issue
2024-01-12 12:26:57,2024-01-06,6032,Wrong Item
2024-01-12 14:33:38,2024-01-03,2253,Quality Issue
2024-01-12 15:04:40,2024-01-04,3765,Wrong Item
2024-01-12 15:37:36,2024-01-03,2742,Quality Issue
2024-01-12 16:47:41,2024-01-03,2104,Late Delivery
2024-01-12 16:56:34,2024-01-01,707,Quality Issue
2024-01-12 17:53:16,2024-01-02,1230,Wrong Item
2024-01-12 18:33:00,2024-01-04,3043,Late Delivery
2024-01-12 19:13:23,2024-01-01,1085,Quality Issue
2024-01-12 19:44:51,2024-01-01,122,Late Delivery
2024-01-12 19:57:49,2024-01-01,101,Late Delivery
2024-01-12 21:31:11,2024-01-02,1182,Late Delivery
2024-01-12 21:41:24,2024-01-03,2787,Quality Issue
2024-01-12 21:41:43,2024-01-04,3092,Wrong Item
2024-01-12 23:54:33,2024-01-04,3751,Quality Issue
2024-01-13 00:29:43,2024-01-01,875,Late Delivery
2024-01-13 03:45:28,2024-01-03,2580,Wrong Item
2024-01-13 05:33:01,2024-01-01,24,Damaged
2024-01-13 07:14:50,2024-01-03,2685,Wrong Item
2024-01-13 08:53:47,2024-01-01,578,Wrong Item
