return_ts,order_dt,order_id,reason
2024-02-01 01:01:52,2024-01-20,21325,Late Delivery
2024-02-01 01:03:25,2024-01-21,22053,Late Delivery
2024-02-01 01:50:45,2024-01-20,20843,Quality Issue
2024-02-01 03:22:58,2024-01-15,15981,Wrong Item
2024-02-01 03:23:59,2024-01-24,25029,Damaged
2024-02-01 03:52:03,2024-01-19,19542,Other
2024-02-01 04:50:13,2024-01-14,14735,Quality Issue
2024-02-01 05:16:15,2024-01-20,20660,Wrong Item
2024-02-01 05:38:35,2024-01-22,23393,Quality Issue
2024-02-01 06:12:18,2024-01-17,16864,Wrong Item
2024-02-01 06:27:26,2024-01-23,24075,Wrong Item
2024-02-01 06:53:47,2024-01-19,19298,Quality Issue
2024-02-01 08:03:07,2024-01-17,17525,Wrong Item
2024-02-01 08:08:55,2024-01-21,21960,Quality Issue
2024-02-01 10:20:45,2024-01-20,19776,Damaged
2024-02-01 11:03:50,2024-01-18,18445,Quality Issue
2024-02-01 11:32:52,2024-01-20,19828,Other
2024-02-01 11:44:24,2024-01-17,17541,Late Delivery
2024-02-01 12:54:12,2024-01-20,21206,Late Delivery
2024-02-01 13:16:58,2024-01-21,21939,Other
2024-02-01 13:47:23,2024-01-23,24267,Late Delivery
2024-02-01 14:48:09,2024-01-22,23703,Quality Issue
2024-02-01 14:56:13,2024-01-17,17288,Wrong Item
2024-02-01 15:13:44,2024-01-19,19119,Other
2024-02-01 15:43:22,2024-01-20,20216,Quality Issue
2024-02-01 16:19:58,2024-01-20,21361,Late Delivery
2024-02-01 16:23:14,2024-01-24,25204,Wrong Item
2024-02-01 19:20:18,2024-01-17,17150,Wrong Item
2024-02-01 19:51:55,2024-01-20,20952,Damaged
2024-02-01 21:34:30,2024-01-21,22351,Damaged
2024-02-01 22:48:41,2024-01-20,21013,Late Delivery
2024-02-02 00:30:17,2024-01-20,20053,Late Delivery
2024-02-02 00:30:22,2024-01-25,25635,Damaged
2024-02-02 02:08:41,2024-01-22,23243,Wrong Item
2024-02-02 02:30:40,2024-01-20,20756,Damaged
2024-02-02 02:39:36,2024-01-22,23632,Wrong Item
2024-02-02 04:00:39,2024-01-26,27041,Wrong Item
2024-02-02 04:23:08,2024-01-17,17127,Damaged
2024-02-02 04:27:02,2024-01-21,21479,Wrong Item
2024-02-02 04:40:17,2024-01-24,25309,Wrong Item
2024-02-02 04:50:29,2024-01-17,17454,Wrong Item
2024-02-02 06:11:10,2024-01-21,21909,Other
2024-02-02 07:39:44,2024-01-20,20195,Quality Issue
2024-02-02 09:15:06,2024-01-15,15183,Damaged
2024-02-02 10:39:57,2024-01-22,23061,Wrong Item
2024-02-02 11:01:11,2024-01-22,23677,Wrong Item
2024-02-02 12:33:17,2024-01-25,25695,Damaged
2024-02-02 13:08:59,2024-01-19,19407,Quality Issue
2024-02-02 13:12:36,2024-01-25,25961,Damaged
2024-02-02 15:27:43,2024-01-18,18291,Quality Issue
2024-02-02 16:29:05,2024-01-26,26445,Wrong Item
2024-02-02 16:30:30,2024-01-21,22458,Damaged
2024-02-02 16:39:33,2024-01-20,21171,Wrong Item
2024-02-02 16:43:45,2024-01-21,21480,Wrong Item
2024-02-02 16:46:07,2024-01-21,22092,Quality Issue
2024-02-02 17:23:28,2024-01-22,22837,Damaged
2024-02-02 17:56:45,2024-01-19,19102,Late Delivery
2024-02-02 19:32:05,2024-01-22,22873,Wrong Item
2024-02-02 19:50:40,2024-01-20,20529,Late Delivery
2024-02-02 20:05:37,2024-01-23,24428,Wrong Item
2024-02-02 20:21:12,2024-01-22,23096,Damaged
2024-02-02 21:00:03,2024-01-24,24787,Late Delivery
2024-02-02 22:38:43,2024-01-22,23402,Damaged
2024-02-02 22:43:42,2024-01-26,26734,Wrong Item
2024-02-02 22:54:31,2024-01-23,24096,Late Delivery
2024-02-03 00:40:17,2024-01-22,22822,Wrong Item
2024-02-03 00:51:27,2024-01-16,16752,Damaged
2024-02-03 02:41:52,2024-01-25,26230,Late Delivery
2024-02-03 03:32:39,2024-01-23,23952,Other
2024-02-03 06:43:14,2024-01-20,20238,Quality Issue
2024-02-03 07:58:02,2024-01-20,20683,Quality Issue
2024-02-03 08:10:19,2024-01-21,22513,Quality Issue
2024-02-03 08:46:26,2024-01-26,26620,Wrong Item
2024-02-03 10:57:49,2024-01-24,25272,Late Delivery
2024-02-03 11:14:19,2024-01-25,25693,Quality Issue
2024-02-03 13:01:23,2024-01-21,21910,Damaged
2024-02-03 14:02:34,2024-01-26,27115,Late Delivery
2024-02-03 15:04:33,2024-01-21,21949,Damaged
2024-02-03 15:12:32,2024-01-20,19706,Wrong Item
2024-02-03 15:46:42,2024-01-18,17933,Wrong Item
2024-02-03 15:50:42,2024-01-20,20317,Damaged
2024-02-03 15:56:42,2024-01-20,20158,Damaged
2024-02-03 17:02:03,2024-01-22,23192,Wrong Item
2024-02-03 18:27:10,2024-01-22,23750,Quality Issue
2024-02-03 18:41:32,2024-01-25,25692,Late Delivery
2024-02-03 19:38:38,2024-01-25,25606,Late Delivery
2024-02-03 20:18:25,2024-01-27,27657,Damaged
2024-02-03 20:29:32,2024-01-24,24967,Wrong Item
2024-02-03 20:49:00,2024-01-21,22175,Late Delivery
2024-02-03 20:53:01,2024-01-26,26792,Wrong Item
2024-02-03 21:25:18,2024-01-22,22946,Late Delivery
2024-02-03 21:35:22,2024-01-28,28397,Late Delivery
2024-02-03 21:40:10,2024-01-23,24124,Quality Issue
2024-02-03 21:48:08,2024-01-28,28504,Quality Issue
2024-02-03 21:55:37,2024-01-20,20941,Damaged
2024-02-03 22:03:44,2024-01-19,19123,Quality Issue
2024-02-03 22:16:33,2024-01-19,19502,Wrong Item
2024-02-03 22:19:41,2024-01-28,28247,Wrong Item
2024-02-03 22:36:22,2024-01-26,26988,Quality Issue
2024-02-03 23:06:48,2024-01-24,25220,Late Delivery
2024-02-03 23:18:35,2024-01-24,25061,Damaged
2024-02-04 00:55:10,2024-01-19,18932,Other
2024-02-04 01:09:25,2024-01-21,22187,Late Delivery
2024-02-04 01:53:49,2024-01-18,18866,Wrong Item
2024-02-04 02:24:15,2024-01-23,24159,Late Delivery
2024-02-04 02:44:10,2024-01-20,20874,Late Delivery
2024-02-04 02:50:30,2024-01-22,22635,Wrong Item
2024-02-04 03:04:40,2024-01-23,24594,Late Delivery
2024-02-04 03:22:11,2024-01-18,18430,Quality Issue
2024-02-04 03:49:49,2024-01-25,25413,Other
2024-02-04 04:05:52,2024-01-21,22467,Late Delivery
2024-02-04 04:11:51,2024-01-25,26300,Quality Issue
