return_ts,order_dt,order_id,reason
2024-08-01 01:59:19,2024-07-20,222491,Late Delivery
2024-08-01 02:11:58,2024-07-24,227926,Late Delivery
2024-08-01 03:36:20,2024-07-20,222732,Wrong Item
2024-08-01 04:09:44,2024-07-20,222975,Late Delivery
2024-08-01 04:29:27,2024-07-24,228203,Late Delivery
2024-08-01 05:12:04,2024-07-19,221779,Damaged
2024-08-01 06:30:28,2024-07-19,221694,Late Delivery
2024-08-01 07:00:04,2024-07-22,225706,Damaged
2024-08-01 07:19:29,2024-07-20,223409,Wrong Item
2024-08-01 07:50:08,2024-07-20,223439,Quality Issue
2024-08-01 08:20:06,2024-07-21,225121,Damaged
2024-08-01 08:34:37,2024-07-22,226293,Damaged
2024-08-01 09:48:24,2024-07-23,226514,Wrong Item
2024-08-01 09:49:59,2024-07-21,224508,Quality Issue
2024-08-01 09:57:47,2024-07-20,222824,Late Delivery
2024-08-01 10:07:52,2024-07-21,224329,Quality Issue
2024-08-01 10:18:35,2024-07-18,220932,Quality Issue
2024-08-01 10:19:27,2024-07-20,224255,Damaged
2024-08-01 11:17:31,2024-07-22,225755,Wrong Item
2024-08-01 12:09:37,2024-07-20,222488,Late Delivery
2024-08-01 15:49:10,2024-07-18,221287,Damaged
2024-08-01 16:05:21,2024-07-21,224754,Late Delivery
2024-08-01 16:41:37,2024-07-18,220926,Other
2024-08-01 18:02:25,2024-07-19,222401,Wrong Item
2024-08-01 18:24:56,2024-07-19,221791,Late Delivery
2024-08-01 18:29:45,2024-07-25,229666,Late Delivery
2024-08-01 18:44:32,2024-07-23,227108,Wrong Item
2024-08-01 19:47:02,2024-07-26,230196,Wrong Item
2024-08-01 20:08:23,2024-07-17,220825,Quality Issue
2024-08-01 20:47:36,2024-07-26,231003,Quality Issue
2024-08-01 21:09:19,2024-07-21,225044,Late Delivery
2024-08-01 21:54:20,2024-07-21,224444,Other
2024-08-01 22:43:33,2024-07-19,221780,Other
2024-08-02 00:02:30,2024-07-20,223570,Wrong Item
2024-08-02 00:03:52,2024-07-26,230476,Quality Issue
2024-08-02 00:57:06,2024-07-20,224010,Quality Issue
2024-08-02 01:22:52,2024-07-18,221317,Wrong Item
2024-08-02 05:05:06,2024-07-21,225038,Late Delivery
2024-08-02 05:58:35,2024-07-23,227141,Wrong Item
2024-08-02 07:34:34,2024-07-20,224003,Late Delivery
2024-08-02 08:09:26,2024-07-23,226889,Damaged
2024-08-02 08:34:34,2024-07-17,220347,Quality Issue
2024-08-02 09:51:16,2024-07-21,224721,Late Delivery
2024-08-02 09:57:17,2024-07-26,230292,Other
2024-08-02 10:04:08,2024-07-16,219286,Late Delivery
2024-08-02 10:15:08,2024-07-27,232593,Other
2024-08-02 10:40:24,2024-07-22,225821,Damaged
2024-08-02 11:00:00,2024-07-20,223025,Other
2024-08-02 11:19:13,2024-07-20,223035,Wrong Item
2024-08-02 12:13:09,2024-07-23,227079,Damaged
2024-08-02 12:22:12,2024-07-24,228683,Late Delivery
2024-08-02 12:30:04,2024-07-24,228118,Damaged
2024-08-02 12:40:51,2024-07-23,227377,Quality Issue
2024-08-02 13:38:38,2024-07-20,223095,Wrong Item
2024-08-02 13:50:57,2024-07-24,228028,Damaged
2024-08-02 13:54:24,2024-07-19,222437,Late Delivery
2024-08-02 17:31:21,2024-07-18,221489,Other
2024-08-02 19:12:41,2024-07-23,226523,Wrong Item
2024-08-02 19:54:44,2024-07-27,232132,Damaged
2024-08-02 20:47:53,2024-07-21,224372,Wrong Item
2024-08-02 22:20:09,2024-07-21,224970,Late Delivery
2024-08-02 22:32:34,2024-07-22,226334,Other
2024-08-02 23:46:28,2024-07-22,226128,Other
2024-08-03 00:22:53,2024-07-19,222416,Other
2024-08-03 00:46:34,2024-07-21,224857,Quality Issue
2024-08-03 01:03:37,2024-07-18,221389,Wrong Item
2024-08-03 01:14:23,2024-07-26,229755,Damaged
2024-08-03 02:07:19,2024-07-25,228773,Quality Issue
2024-08-03 03:05:38,2024-07-23,226438,Late Delivery
2024-08-03 03:06:01,2024-07-22,225412,Quality Issue
2024-08-03 05:08:00,2024-07-22,225453,Damaged
2024-08-03 05:17:35,2024-07-27,231989,Wrong Item
2024-08-03 06:10:05,2024-07-23,226407,Wrong Item
2024-08-03 06:46:12,2024-07-24,227849,Late Delivery
2024-08-03 06:47:19,2024-07-17,220563,Late Delivery
2024-08-03 06:48:14,2024-07-20,224160,Quality Issue
2024-08-03 06:58:28,2024-07-22,225352,Late Delivery
2024-08-03 07:02:58,2024-07-26,230031,Quality Issue
2024-08-03 08:29:46,2024-07-22,226307,Damaged
2024-08-03 08:43:37,2024-07-24,227807,Late Delivery
2024-08-03 08:44:20,2024-07-22,225819,Late Delivery
2024-08-03 09:04:08,2024-07-22,226150,Wrong Item
2024-08-03 10:00:45,2024-07-20,223293,Quality Issue
2024-08-03 10:54:49,2024-07-23,226730,Damaged
2024-08-03 11:07:09,2024-07-25,229010,Wrong Item
2024-08-03 11:14:29,2024-07-23,226953,Quality Issue
2024-08-03 11:20:27,2024-07-20,224215,Wrong Item
2024-08-03 12:39:21,2024-07-22,226222,Wrong Item
2024-08-03 14:28:22,2024-07-20,224196,Other
2024-08-03 14:34:04,2024-07-20,223638,Damaged
2024-08-03 14:52:21,2024-07-21,224619,Late Delivery
2024-08-03 15:12:25,2024-07-23,227294,Late Delivery
2024-08-03 15:37:15,2024-07-20,222959,Wrong Item
2024-08-03 17:21:15,2024-07-23,227002,Damaged
2024-08-03 17:28:17,2024-07-24,228078,Quality Issue
2024-08-03 17:43:46,2024-07-20,222735,Quality Issue
2024-08-03 17:45:12,2024-07-21,224957,Quality Issue
2024-08-03 18:00:08,2024-07-26,229888,Wrong Item
2024-08-03 18:09:28,2024-07-24,228198,Damaged
2024-08-03 18:34:28,2024-07-22,225849,Other
2024-08-03 19:55:54,2024-07-26,230973,Quality Issue
2024-08-03 20:07:00,2024-07-22,225335,Other
2024-08-03 20:07:34,2024-07-26,230957,Late Delivery
2024-08-03 20:22:41,2024-07-24,228430,Quality Issue
2024-08-03 20:35:50,2024-07-22,225921,Quality Issue
2024-08-03 20:57:00,2024-07-24,228601,Wrong Item
2024-08-03 21:02:42,2024-07-19,222067,Late Delivery
2024-08-03 22:32:44,2024-07-23,226361,Late Delivery
2024-08-03 22:49:38,2024-07-29,235003,Damaged
2024-08-03 23:41:43,2024-07-21,224874,Quality Issue
2024-08-03 23:55:48,2024-07-25,229162,Quality Issue
2024-08-04 00:06:54,2024-07-26,230610,Wrong Item
2024-08-04 01:07:30,2024-07-25,228774,Other
2024-08-04 01:45:59,2024-07-21,224596,Quality Issue
2024-08-04 03:19:28,2024-07-20,223124,Wrong Item
2024-08-04 03:45:54,2024-07-25,229318,Quality Issue
2024-08-04 03:59:11,2024-07-23,226763,Quality Issue
2024-08-04 04:53:38,2024-07-24,228006,Late Delivery
2024-08-04 05:21:34,2024-07-23,226668,Wrong Item
2024-08-04 06:03:26,2024-07-29,234389,Damaged
2024-08-04 08:00:59,2024-07-26,231145,Wrong Item
2024-08-04 08:23:07,2024-07-20,222724,Wrong Item
2024-08-04 08:55:08,2024-07-29,234505,Wrong Item
2024-08-04 09:00:36,2024-07-22,225397,Quality Issue
2024-08-04 09:23:24,2024-07-23,226369,Other
2024-08-04 13:19:58,2024-07-23,227546,Wrong Item
2024-08-04 14:37:35,2024-07-22,225835,Late Delivery
2024-08-04 14:49:59,2024-07-20,223006,Damaged
2024-08-04 15:08:48,2024-07-21,224320,Late Delivery
2024-08-04 16:10:55,2024-07-24,227636,Quality Issue
2024-08-04 17:12:13,2024-07-27,231945,Wrong Item
2024-08-04 17:17:30,2024-07-23,227145,Wrong Item
2024-08-04 17:20:53,2024-07-27,232281,Damaged
2024-08-04 17:26:50,2024-07-27,232208,Wrong Item
2024-08-04 17:29:04,2024-07-26,230633,Other
2024-08-04 19:37:00,2024-07-20,223655,Damaged
2024-08-04 21:15:33,2024-07-25,228946,Quality Issue
2024-08-04 21:37:48,2024-07-26,231131,Wrong Item
2024-08-04 22:02:53,2024-07-22,225564,Late Delivery
2024-08-04 22:24:23,2024-07-24,227679,Quality Issue
2024-08-04 23:13:30,2024-07-18,221388,Wrong Item
2024-08-04 23:15:40,2024-07-23,226956,Late Delivery
2024-08-05 00:34:34,2024-07-24,228674,Late Delivery
2024-08-05 01:54:48,2024-07-26,230645,Quality Issue
2024-08-05 02:45:26,2024-07-22,226201,Wrong Item
2024-08-05 03:52:32,2024-07-28,233030,Wrong Item
2024-08-05 04:17:34,2024-07-22,226163,Damaged
2024-08-05 04:21:54,2024-07-20,222994,Quality Issue
2024-08-05 04:22:36,2024-07-24,228182,Quality Issue
2024-08-05 04:48:08,2024-07-23,227244,Quality Issue
2024-08-05 05:03:55,2024-07-20,222723,Late Delivery
