return_ts,order_dt,order_id,reason
2024-04-01 00:08:49,2024-03-20,87974,Late Delivery
2024-04-01 00:09:28,2024-03-21,88540,Quality Issue
2024-04-01 00:46:36,2024-03-20,87788,Late Delivery
2024-04-01 01:16:25,2024-03-20,87703,Late Delivery
2024-04-01 01:22:43,2024-03-23,91001,Wrong Item
2024-04-01 01:40:44,2024-03-22,89824,Other
2024-04-01 02:31:17,2024-03-23,91391,Quality Issue
2024-04-01 03:34:32,2024-03-24,93038,Wrong Item
2024-04-01 03:41:25,2024-03-19,85652,Wrong Item
2024-04-01 04:06:25,2024-03-19,85612,Damaged
2024-04-01 04:37:37,2024-03-20,88021,Damaged
2024-04-01 06:37:42,2024-03-19,86599,Damaged
2024-04-01 06:58:55,2024-03-16,83800,Late Delivery
2024-04-01 07:37:25,2024-03-22,90206,Damaged
2024-04-01 07:42:08,2024-03-21,88296,Late Delivery
2024-04-01 09:24:31,2024-03-23,90784,Damaged
2024-04-01 09:57:38,2024-03-24,92731,Damaged
2024-04-01 10:28:22,2024-03-17,84782,Late Delivery
2024-04-01 11:00:32,2024-03-16,83318,Wrong Item
2024-04-01 11:08:02,2024-03-21,88535,Damaged
2024-04-01 13:29:55,2024-03-18,85121,Late Delivery
2024-04-01 13:43:19,2024-03-15,82366,Damaged
2024-04-01 13:46:41,2024-03-19,86612,Late Delivery
2024-04-01 14:01:36,2024-03-19,86089,Wrong Item
2024-04-01 15:16:07,2024-03-20,86978,Quality Issue
2024-04-01 16:20:45,2024-03-23,91779,Quality Issue
2024-04-01 16:37:58,2024-03-21,89312,Damaged
2024-04-01 16:45:53,2024-03-16,83406,Wrong Item
2024-04-01 16:52:35,2024-03-22,89726,Damaged
2024-04-01 17:03:52,2024-03-20,87636,Wrong Item
2024-04-01 17:16:39,2024-03-21,88757,Damaged
2024-04-01 17:49:00,2024-03-16,83184,Wrong Item
2024-04-01 18:26:51,2024-03-22,90215,Damaged
2024-04-01 18:46:22,2024-03-24,92868,Wrong Item
