return_ts,order_dt,order_id,reason
2024-05-01 00:02:45,2024-04-20,122138,Wrong Item
2024-05-01 01:27:25,2024-04-21,123994,Wrong Item
2024-05-01 02:24:11,2024-04-19,120440,Other
2024-05-01 02:45:13,2024-04-21,123548,Quality Issue
2024-05-01 03:12:47,2024-04-21,123925,Wrong Item
2024-05-01 03:32:46,2024-04-19,120365,Other
2024-05-01 04:24:57,2024-04-16,117331,Late Delivery
2024-05-01 05:33:52,2024-04-21,123702,Late Delivery
2024-05-01 07:06:09,2024-04-18,119335,Late Delivery
2024-05-01 07:15:25,2024-04-20,122387,Damaged
2024-05-01 07:17:35,2024-04-18,119909,Quality Issue
2024-05-01 07:32:57,2024-04-19,120997,Late Delivery
2024-05-01 08:03:57,2024-04-21,124077,Damaged
2024-05-01 08:27:56,2024-04-22,125569,Quality Issue
2024-05-01 08:31:04,2024-04-19,120832,Damaged
2024-05-01 09:58:59,2024-04-19,120746,Quality Issue
2024-05-01 10:28:11,2024-04-16,118140,Damaged
2024-05-01 10:48:43,2024-04-20,121508,Wrong Item
2024-05-01 11:12:29,2024-04-20,122683,Quality Issue
2024-05-01 11:42:28,2024-04-17,118496,Late Delivery
2024-05-01 11:54:36,2024-04-19,120684,Quality Issue
2024-05-01 12:15:33,2024-04-20,122199,Quality Issue
2024-05-01 12:30:24,2024-04-23,126176,Wrong Item
2024-05-01 14:32:42,2024-04-19,120971,Late Delivery
2024-05-01 15:19:32,2024-04-14,115393,Late Delivery
2024-05-01 15:25:46,2024-04-18,119420,Wrong Item
2024-05-01 17:42:01,2024-04-18,119967,Damaged
2024-05-01 17:54:48,2024-04-19,120457,Wrong Item
2024-05-01 18:19:03,2024-04-22,124886,Quality Issue
2024-05-01 18:40:31,2024-04-22,124742,Other
2024-05-01 20:18:14,2024-04-19,120675,Quality Issue
2024-05-01 20:34:25,2024-04-14,116000,Late Delivery
2024-05-01 20:50:16,2024-04-22,125336,Late Delivery
2024-05-01 21:40:53,2024-04-21,123773,Wrong Item
2024-05-01 22:19:30,2024-04-19,120452,Quality Issue
2024-05-01 23:58:53,2024-04-24,127707,Late Delivery
2024-05-02 02:09:35,2024-04-18,119266,Quality Issue
2024-05-02 02:11:35,2024-04-19,120902,Wrong Item
2024-05-02 02:43:41,2024-04-21,123941,Wrong Item
2024-05-02 02:46:51,2024-04-14,116301,Wrong Item
2024-05-02 03:01:53,2024-04-20,122704,Damaged
2024-05-02 03:15:08,2024-04-22,124645,Wrong Item
2024-05-02 03:18:12,2024-04-21,124247,Damaged
2024-05-02 03:36:42,2024-04-24,127898,Late Delivery
2024-05-02 03:48:29,2024-04-21,123529,Wrong Item
2024-05-02 05:49:49,2024-04-20,122480,Damaged
2024-05-02 06:40:08,2024-04-24,127519,Other
2024-05-02 06:51:55,2024-04-22,124784,Quality Issue
2024-05-02 06:55:11,2024-04-21,123811,Quality Issue
2024-05-02 07:21:52,2024-04-18,119980,Wrong Item
2024-05-02 08:30:37,2024-04-16,118087,Other
2024-05-02 08:52:16,2024-04-23,125932,Wrong Item
