return_ts,order_dt,order_id,reason
2024-07-01 00:28:17,2024-06-19,189803,Quality Issue
2024-07-01 01:50:36,2024-06-18,188595,Late Delivery
2024-07-01 02:18:28,2024-06-22,192938,Late Delivery
2024-07-01 05:02:07,2024-06-22,192667,Quality Issue
2024-07-01 06:25:18,2024-06-16,186445,Late Delivery
2024-07-01 06:26:04,2024-06-16,186346,Late Delivery
2024-07-01 06:56:40,2024-06-19,189000,Quality Issue
2024-07-01 07:14:20,2024-06-17,187821,Wrong Item
2024-07-01 07:44:12,2024-06-21,191492,Late Delivery
2024-07-01 08:23:15,2024-06-17,186637,Quality Issue
2024-07-01 09:02:31,2024-06-20,189855,Wrong Item
2024-07-01 09:15:36,2024-06-23,193591,Wrong Item
2024-07-01 09:28:03,2024-06-21,191002,Wrong Item
2024-07-01 09:39:30,2024-06-20,190302,Quality Issue
2024-07-01 10:50:36,2024-06-20,190912,Late Delivery
2024-07-01 11:51:43,2024-06-19,189191,Late Delivery
2024-07-01 12:04:44,2024-06-18,188019,Quality Issue
2024-07-01 13:13:08,2024-06-17,187046,Damaged
2024-07-01 13:35:24,2024-06-21,191222,Wrong Item
2024-07-01 14:00:45,2024-06-15,184743,Wrong Item
2024-07-01 14:04:06,2024-06-27,197738,Late Delivery
2024-07-01 14:21:08,2024-06-17,186893,Damaged
2024-07-01 14:24:14,2024-06-23,193588,Other
2024-07-01 14:29:03,2024-06-21,191867,Late Delivery
2024-07-01 15:23:20,2024-06-22,192543,Late Delivery
2024-07-01 15:24:25,2024-06-21,190999,Wrong Item
2024-07-01 15:59:23,2024-06-17,187417,Late Delivery
2024-07-01 16:09:55,2024-06-19,189806,Quality Issue
2024-07-01 16:39:18,2024-06-18,188333,Late Delivery
2024-07-01 17:25:55,2024-06-22,192477,Late Delivery
2024-07-01 18:01:40,2024-06-19,189244,Wrong Item
2024-07-01 19:03:55,2024-06-17,187305,Other
2024-07-01 19:12:55,2024-06-18,188562,Damaged
2024-07-01 20:33:20,2024-06-21,191340,Wrong Item
2024-07-01 21:00:00,2024-06-16,186141,Damaged
2024-07-01 21:02:45,2024-06-15,185420,Damaged
2024-07-01 21:59:25,2024-06-24,194502,Late Delivery
2024-07-01 22:01:12,2024-06-23,193327,Quality Issue
2024-07-01 22:18:10,2024-06-21,191227,Wrong Item
2024-07-01 22:21:28,2024-06-15,184400,Wrong Item
2024-07-01 22:47:15,2024-06-21,191112,Other
2024-07-01 22:57:14,2024-06-21,191228,Damaged
2024-07-01 23:09:44,2024-06-18,188847,Damaged
2024-07-01 23:56:13,2024-06-20,190002,Wrong Item
2024-07-02 00:43:39,2024-06-26,197011,Late Delivery
2024-07-02 00:52:31,2024-06-26,197131,Quality Issue
2024-07-02 04:04:23,2024-06-22,192686,Damaged
2024-07-02 04:05:36,2024-06-16,186161,Late Delivery
2024-07-02 04:53:15,2024-06-22,192367,Quality Issue
2024-07-02 04:56:44,2024-06-18,188658,Wrong Item
2024-07-02 05:06:47,2024-06-25,195743,Late Delivery
2024-07-02 05:36:38,2024-06-21,191418,Quality Issue
2024-07-02 05:50:55,2024-06-16,186026,Damaged
2024-07-02 06:07:59,2024-06-24,194510,Damaged
2024-07-02 06:18:58,2024-06-20,190142,Quality Issue
2024-07-02 06:41:36,2024-06-17,187171,Late Delivery
2024-07-02 07:32:25,2024-06-20,190252,Damaged
2024-07-02 07:49:52,2024-06-22,192083,Late Delivery
2024-07-02 08:00:04,2024-06-16,185692,Wrong Item
2024-07-02 08:04:49,2024-06-16,186505,Damaged
2024-07-02 10:01:30,2024-06-21,191108,Wrong Item
2024-07-02 11:59:28,2024-06-25,195320,Late Delivery
2024-07-02 12:01:34,2024-06-22,192653,Other
2024-07-02 12:17:27,2024-06-19,189666,Damaged
2024-07-02 12:21:58,2024-06-23,193356,Late Delivery
2024-07-02 14:57:31,2024-06-20,189897,Wrong Item
2024-07-02 15:26:45,2024-06-23,193642,Wrong Item
2024-07-02 15:55:47,2024-06-23,193594,Wrong Item
2024-07-02 16:18:53,2024-06-24,195047,Wrong Item
2024-07-02 17:11:11,2024-06-22,192212,Damaged
2024-07-02 17:28:11,2024-06-18,188491,Late Delivery
2024-07-02 19:03:56,2024-06-22,192776,Damaged
2024-07-02 20:11:41,2024-06-24,194232,Late Delivery
2024-07-02 21:47:25,2024-06-16,185734,Quality Issue
2024-07-03 02:45:40,2024-06-21,190976,Damaged
2024-07-03 02:57:23,2024-06-20,190582,Damaged
2024-07-03 03:11:49,2024-06-23,194030,Damaged
2024-07-03 03:37:21,2024-06-25,195554,Wrong Item
2024-07-03 04:18:44,2024-06-19,189443,Late Delivery
2024-07-03 06:28:11,2024-06-26,196915,Damaged
2024-07-03 06:55:23,2024-06-22,192983,Quality Issue
2024-07-03 07:02:11,2024-06-21,191125,Wrong Item
2024-07-03 07:04:19,2024-06-19,189412,Damaged
2024-07-03 07:19:14,2024-06-18,188789,Wrong Item
2024-07-03 08:47:09,2024-06-21,190939,Late Delivery
2024-07-03 09:00:49,2024-06-21,191421,Quality Issue
2024-07-03 09:15:26,2024-06-20,189903,Other
2024-07-03 10:07:18,2024-06-23,193888,Damaged
2024-07-03 11:10:25,2024-06-23,193634,Quality Issue
2024-07-03 11:33:21,2024-06-28,198542,Damaged
2024-07-03 12:19:35,2024-06-22,192628,Quality Issue
2024-07-03 14:27:26,2024-06-20,190758,Quality Issue
2024-07-03 15:00:33,2024-06-22,192682,Quality Issue
2024-07-03 15:14:21,2024-06-23,193139,Quality Issue
2024-07-03 15:37:20,2024-06-21,191335,Damaged
2024-07-03 15:52:05,2024-06-21,191056,Quality Issue
2024-07-03 16:48:14,2024-06-23,194043,Wrong Item
2024-07-03 17:17:43,2024-06-19,189552,Wrong Item
2024-07-03 17:59:08,2024-06-23,193533,Quality Issue
2024-07-03 18:06:18,2024-06-25,195823,Damaged
2024-07-03 18:41:02,2024-06-20,190697,Late Delivery
2024-07-03 18:43:40,2024-06-23,193409,Other
2024-07-03 20:03:17,2024-06-21,191651,Wrong Item
2024-07-03 20:17:22,2024-06-21,191895,Other
2024-07-03 21:47:05,2024-06-24,195303,Quality Issue
2024-07-03 22:23:32,2024-06-22,191990,Wrong Item
2024-07-03 22:47:03,2024-06-23,193150,Wrong Item
2024-07-04 00:27:02,2024-06-24,194766,Damaged
2024-07-04 01:07:29,2024-06-20,190654,Wrong Item
2024-07-04 01:27:40,2024-06-22,192202,Wrong Item
2024-07-04 01:51:57,2024-06-22,192063,Other
2024-07-04 03:34:52,2024-06-22,192245,Other
2024-07-04 04:27:07,2024-06-21,191758,Damaged
2024-07-04 04:32:02,2024-06-23,193925,Late Delivery
2024-07-04 04:44:33,2024-06-26,197133,Late Delivery
2024-07-04 05:40:43,2024-06-19,188884,Quality Issue
